Frame,Blockiness,SA,Letterbox,Pillarbox,Blockloss,Blur,TA,Blackout,Freezing,Exposure(bri),Contrast,Interlace,Noise,Slice,Flickering
0,0.94428,125.68437,0.12941,0.19872,-1.0,2.512,0.0,0,0,148,50.16117,0.01557,0.0,2.409,0.0
