Frame,Blockiness,SA,Letterbox,Pillarbox,Blockloss,Blur,TA,Blackout,Freezing,Exposure(bri),Contrast,Interlace,Noise,Slice,Flickering,Colourfulness
0,0.66424,78.85206,0.23529,0.0,-1.0,2.423,0.0,0,0,174,15.27617,0.00865,0.0,2.019,0.0,85.19796907882832
