Frame,Blockiness,SA,Letterbox,Pillarbox,Blockloss,Blur,TA,Blackout,Freezing,Exposure(bri),Contrast,Interlace,Noise,Slice,Flickering
0,0.9896,154.31899,0.0,0.0,0.0,2.353,0.0,0,0,130,57.96978,0.01176,0.0,1.864,0.0
