Frame,Blockiness,SA,Letterbox,Pillarbox,Blockloss,Blur,TA,Blackout,Freezing,Exposure(bri),Contrast,Interlace,Noise,Slice,Flickering,Colourfulness
0,0.94872,120.4713,0.0,0.0,0.0,2.225,0.0,0,0,144,52.76247,0.01827,8.3414,7.445,0.0,0.0
