Frame,Blockiness,SA,Letterbox,Pillarbox,Blockloss,Blur,TA,Blackout,Freezing,Exposure(bri),Contrast,Interlace,Noise,Slice,Flickering,Colourfulness
0,0.63382,71.64982,0.0,0.0,0.0,3.032,0.0,0,0,122,53.63047,0.00694,0.3419,1.201,0.0,158.8017916299044
