Frame,Blockiness,SA,Letterbox,Pillarbox,Blockloss,Blur,TA,Blackout,Freezing,Exposure(bri),Contrast,Interlace,Noise,Slice,Flickering,Colourfulness
0,0.88232,138.67533,0.0,0.0,0.0,2.829,0.0,0,0,127,57.65197,0.01181,13.1628,2.713,0.0,163.81747133875976
