Frame,Blockiness,SA,Letterbox,Pillarbox,Blockloss,Blur,TA,Blackout,Freezing,Exposure(bri),Contrast,Interlace,Noise,Slice,Flickering
0,0.63133,55.9325,0.0,0.0,4.74332,4.681,0.0,0,0,141,136.69818,0.00126,0.0,2.162,0.0
