Frame,Blockiness,SA,Letterbox,Pillarbox,Blockloss,Blur,TA,Blackout,Freezing,Exposure(bri),Contrast,Interlace,Noise,Slice,Flickering
0,0.84112,241.81167,0.0,0.0,-1.0,2.605,0.0,0,0,180,50.69417,0.01059,0.0,5.094,0.0
