Frame,Blockiness,SA,Letterbox,Pillarbox,Blockloss,Blur,TA,Blackout,Freezing,Exposure(bri),Contrast,Interlace,Noise,Slice,Flickering
0,0.66513,67.69024,0.0,0.0,6.34759,4.519,0.0,0,0,137,112.41175,0.00083,0.378,2.483,0.0
