Frame,Blockiness,SA,Letterbox,Pillarbox,Blockloss,Blur,TA,Blackout,Freezing,Exposure(bri),Contrast,Interlace,Noise,Slice,Flickering
0,0.94363,150.2491,0.0,0.0,-1.0,3.108,0.0,0,0,152,59.49398,0.02829,0.0,13.089,0.0
