Frame,Blockiness,SA,Letterbox,Pillarbox,Blockloss,Blur,TA,Blackout,Freezing,Exposure(bri),Contrast,Interlace,Noise,Slice,Flickering
0,0.75707,102.71269,0.0,0.0,5.11966,4.006,0.0,0,0,168,26.67355,0.00257,0.0,4.833,0.0
