Frame,Blockiness,SA,Letterbox,Pillarbox,Blockloss,Blur,TA,Blackout,Freezing,Exposure(bri),Contrast,Interlace,Noise,Slice,Flickering
0,0.82013,92.67843,0.0,0.0,0.0,3.283,0.0,0,0,118,33.14288,0.01283,0.0,1.728,0.0
