Frame,Blockiness,SA,Letterbox,Pillarbox,Blockloss,Blur,TA,Blackout,Freezing,Exposure(bri),Contrast,Interlace,Noise,Slice,Flickering
0,0.71155,48.07582,0.0,0.0,1.66667,7.244,0.0,0,0,125,67.85853,0.00137,0.5749,1.905,0.0
