Frame,Blockiness,SA,Letterbox,Pillarbox,Blockloss,Blur,TA,Blackout,Freezing,Exposure(bri),Contrast,Interlace,Noise,Slice,Flickering
0,0.87053,69.5292,0.0,0.0,0.0,3.187,0.0,0,0,113,47.74259,0.01282,1.6004,16.719,0.0
