Frame,Blockiness,SA,Letterbox,Pillarbox,Blockloss,Blur,TA,Blackout,Freezing,Exposure(bri),Contrast,Interlace,Noise,Slice,Flickering
0,0.69281,152.44568,0.0,0.0,1.25,2.358,0.0,0,0,140,73.44261,0.02338,0.0,1.797,0.0
