Frame,Blockiness,SA,Letterbox,Pillarbox,Blockloss,Blur,TA,Blackout,Freezing,Exposure(bri),Contrast,Interlace,Noise,Slice,Flickering
0,0.84991,235.82041,0.0,0.0,0.33333,2.556,0.0,0,0,182,48.29179,0.00585,0.0,4.704,0.0
