Frame,Blockiness,SA,Letterbox,Pillarbox,Blockloss,Blur,TA,Blackout,Freezing,Exposure(bri),Contrast,Interlace,Noise,Slice,Flickering
0,0.86707,112.53951,0.09877,0.04225,-1.0,3.01,0.0,0,0,130,45.60472,0.00621,0.0,1.972,0.0
