Frame,Blockiness,SA,Letterbox,Pillarbox,Blockloss,Blur,TA,Blackout,Freezing,Exposure(bri),Contrast,Interlace,Noise,Slice,Flickering
0,0.87995,89.94334,0.0,0.0,0.0,2.668,0.0,0,0,132,51.89917,0.01616,5.6463,2.246,0.0
