Frame,Blockiness,SA,Letterbox,Pillarbox,Blockloss,Blur,TA,Blackout,Freezing,Exposure(bri),Contrast,Interlace,Noise,Slice,Flickering
0,0.96636,267.55226,0.0,0.0,-1.0,0.0,0.0,0,0,203,52.36987,0.0,59.4183,0.0,0.0
