Frame,Blockiness,SA,Letterbox,Pillarbox,Blockloss,Blur,TA,Blackout,Freezing,Exposure(bri),Contrast,Interlace,Noise,Slice,Flickering
0,0.95625,137.81062,0.0,0.05306,2.275,3.269,0.0,0,0,150,32.46253,0.00403,0.0,1.592,0.0
