Frame,Blockiness,SA,Letterbox,Pillarbox,Blockloss,Blur,TA,Blackout,Freezing,Exposure(bri),Contrast,Interlace,Noise,Slice,Flickering,Colourfulness
0,0.75775,67.81599,0.0,0.0,0.0,3.553,0.0,0,0,127,67.09726,0.00069,0.0,1.16,0.0,156.86282597091449
