Frame,Blockiness,SA,Letterbox,Pillarbox,Blockloss,Blur,TA,Blackout,Freezing,Exposure(bri),Contrast,Interlace,Noise,Slice,Flickering,Colourfulness
0,0.92644,91.89158,0.0,0.0,0.0,2.638,0.0,0,0,123,26.28052,0.00826,11.3483,3.646,0.0,101.31626984897468
