Frame,Blockiness,SA,Letterbox,Pillarbox,Blockloss,Blur,TA,Blackout,Freezing,Exposure(bri),Contrast,Interlace,Noise,Slice,Flickering,Colourfulness
0,0.96471,286.74202,0.0,0.0,-1.0,5.61,0.0,0,0,130,50.59291,0.26292,11.7431,12.331,0.0,102.81417483590046
