Frame,Blockiness,SA,Letterbox,Pillarbox,Blockloss,Blur,TA,Blackout,Freezing,Exposure(bri),Contrast,Interlace,Noise,Slice,Flickering,Colourfulness
0,0.99153,231.74903,0.0,0.0,0.0,6.35,0.0,0,0,148,52.30009,0.42051,1.7224,23.564,0.0,75.14879827496799
