Frame,Blockiness,SA,Letterbox,Pillarbox,Blockloss,Blur,TA,Blackout,Freezing,Exposure(bri),Contrast,Interlace,Noise,Slice,Flickering,Colourfulness
0,0.997,127.27739,0.0,0.0,0.0,2.188,0.0,0,0,120,60.44623,0.00835,19.038,1.526,0.0,161.11288187631936
