Frame,Blockiness,SA,Letterbox,Pillarbox,Blockloss,Blur,TA,Blackout,Freezing,Exposure(bri),Contrast,Interlace,Noise,Slice,Flickering,Colourfulness,Blur_amount
0,0.96071,171.81568,0.0,0.0,-1.0,4.163,0.0,0,0,146,31.3233,0.26625,25.8551,16.55,0.0,137.11381525525528,0.5173025732031943
