Frame,Blockiness,SA,Letterbox,Pillarbox,Blockloss,Blur,TA,Blackout,Freezing,Exposure(bri),Contrast,Interlace,Noise,Slice,Flickering,Colourfulness,Blur_amount
0,0.94052,54.41843,0.0,0.0,0.0,3.399,0.0,0,0,113,28.95428,0.0118,5.0988,1.604,0.0,0.0,0.610630891383424
