Frame,Blockiness,SA,Letterbox,Pillarbox,Blockloss,Blur,TA,Blackout,Freezing,Exposure(bri),Contrast,Interlace,Noise,Slice,Flickering,Colourfulness
0,0.37764,268.22745,0.0,0.0,-1.0,3.1,0.0,0,0,185,50.61385,0.075,0.0,0.0,0.0,0.0
