Frame,Blockiness,SA,Letterbox,Pillarbox,Blockloss,Blur,TA,Blackout,Freezing,Exposure(bri),Contrast,Interlace,Noise,Slice,Flickering,Colourfulness
0,0.84611,238.79757,0.0,0.0,-1.0,2.39,0.0,0,0,182,49.78246,0.00943,0.0,5.949,0.0,0.0
