Frame,Blockiness,SA,Letterbox,Pillarbox,Blockloss,Blur,TA,Blackout,Freezing,Exposure(bri),Contrast,Interlace,Noise,Slice,Flickering,Colourfulness
0,0.57159,303.69106,0.0,0.0,-1.0,0.0,0.0,0,0,193,55.66733,0.02083,59.6075,0.0,0.0,0.0
