Frame,Blockiness,SA,Letterbox,Pillarbox,Blockloss,Blur,TA,Blackout,Freezing,Exposure(bri),Contrast,Interlace,Noise,Slice,Flickering,Colourfulness
0,1.00545,147.97075,0.0,0.0,0.0,3.047,0.0,0,0,127,65.76239,0.00668,13.7001,9.649,0.0,73.2728942216383
